POPS_Number,Borough_Name,Borough_Code,Community_District,Address_Number,Street_Name,Zip_Code,Building_Address_With_Zip_Code,Tax_Block,Tax_Lot,Building_Name,Building_Location,Year_Completed,Building_Constructed,Public_Space_Type,Developer,Building_Architect,Principal_Public_Space_Designer,Size_Required,Hour_Of_Access_Required,Amenities_Required,Other_Required,Permitted_Amenities,Physically_Disabled,Latitude,Longitude,XCoordinate,YCoordinate
M050107,Manhattan,1,5,776,SIXTH AVENUE,10001,"776 SIXTH AVENUE, New York, NY 10001",828,1,The Capitol at Chelsea,"Full blockfront east side of Sixth Avenue between West 27th Street and West 26th Street. Original BBL: 828/1,4,5,74,77,80.",2002,Completed,Urban Plaza,,Costas Kondylis,Thomas Balsley Associates,Urban Plaza 10147.00 sf,"Urban Plaza: Restricted Hours (May 1 through September 30, 7:00 am to 8:30 pm, October 1 through April 30, 7:00 am to 7:00 pm)","Urban Plaza: Artwork (corrugated metal fence); Urban Plaza: Drinking Fountain (1); Urban Plaza: Lighting; Urban Plaza: Litter Receptacles; Urban Plaza: Other Required; Urban Plaza: Planting (1,650 sf required, 1,692 sf provided; bamboo planting to be maintained by building staff to ensure visibility through the garden seating area); Urban Plaza: Plaque/Sign (2 entry plaques and 1 information plaque located in Urban Plaza at all times, 2 entry plaques attached to enclosure or barrier at each street frontage of Urban Plaza when Urban Plaza is closed); Urban Plaza: Retail Frontage (29'-6.6"" required, 59'-1.25"" provided); Urban Plaza: Seating (254 linear feet including 95.25 lf with backs required, 359.75 lf including 261.75 lf with backs provided); Urban Plaza: Tables (10 round movable tables, 3 fixed bar tables, 3 game tables provided); Urban Plaza: Trees on Street (16); Urban Plaza: Trees within Space (14 required, 22 provided); Urban Plaza: Water Feature (fountain provided)",Yes,,Full/Partial,40.744912,-73.990989,986649,210660
M050108,Manhattan,1,5,11,WEST 53 STREET,10019,"11 WEST 53 STREET, New York, NY 10019",1269,20,Museum of Modern Art,"North side of West 53rd Street between Fifth Avenue and Avenue of the Americas. Additional lots: 1269/11,12,13,14,20,58,165.",2004,Completed,Building Entrance Recess Areas; Through Block Lobby,,Taniguchi and Associates,Taniguchi and Associates,Building Entrance Recess Areas 0.00 sf; Through Block Lobby 0.00 sf,"Building Entrance Recess Areas: Closing for Events (six times per calendar, each time for no more than one calendar day, provided that the owner provides written notice to the Department of City Planning, Attention: General Consel, at least three days prior to the closing, indicating the date, time and duration of the closing and provided that for each such closing a sign is posted at public entrance to the Through Block Lobby for the three days preceding the closing, giving notice of such closing; no such closing can occur during hours in which any Museum Special Event is open to the public); Building Entrance Recess Areas: Restricted Hours (open to the public on all days that the Museum galleries are open to the public, beginning one hour before the galleries are open to the public and until the galleries are closed to the public); Through Block Lobby: Closing for Events (six times per calendar, each time for no more than one calendar day, provided that the owner provides written notice to the Department of City Planning, Attention: General Consel, at least three days prior to the closing, indicating the date, time and duration of the closing and provided that for each such closing a sign is posted at public entrance to the Through Block Lobby for the three days preceding the closing, giving notice of such closing; no such closing can occur during hours in which any Museum Special Event is open to the public); Through Block Lobby: Restricted Hours (open to the public on all days that the Museum galleries are open to the public, beginning one hour before the galleries are open to the public and until the galleries are closed to the public)",Through Block Lobby: Artwork (viewing of the outdoor sculpture garden from the Through Block Lobby),,,Full/Partial,40.761276,-73.976742,990693,216631
M050109,Manhattan,1,5,325,FIFTH AVENUE,10016,"325 FIFTH AVENUE, New York, NY 10016",862,7503,,"East side of Fifth Avenue between 32nd Street and 33rd Street. Original BBL: 862/1,3,4,9,11,73.",2005,Completed,Residential Plaza,Douglaston Development,Stephen B. Jacobs,Thomas Balsley Associates,Residential Plaza 8270.00 sf,"Residential Plaza: Restricted Hours (8:00 am to 8:00 pm or dark, whichever is later)","Residential Plaza: Artwork (wall graphic panels on walls to east, west and south, feature wall in planting bed at southern end); Residential Plaza: Bicycle Parking (17 spaces); Residential Plaza: Drinking Fountain (1); Residential Plaza: Lighting (2 foot candles minimum); Residential Plaza: Litter Receptacles (122.7 gallons minimum required, 5 30-gallon trash receptacles provided); Residential Plaza: Planting (1,230 sf required, 1,725 sf provided); Residential Plaza: Plaque/Sign (1 required, 3 provided); Residential Plaza: Seating (274 linear feet including 27.4 lf with backs required, 351 lf including 263 lf with backs provided); Residential Plaza: Tables (11 movable tables, 5 fixed bar tables, 3 picnic tables); Residential Plaza: Trees on Street (21 trees required, 16 provided on-site and 5 to be provided at locations determined by consultation with the Department of Transportation and the Department of Parks and Recreation); Residential Plaza: Trees within Space (14)",,,Full/Partial,40.747329,-73.98486,988445,211549
M050110,Manhattan,1,5,835,SIXTH AVENUE,10001,"835 SIXTH AVENUE, New York, NY 10001",805,7502,Hotel Eventi,Full blockfront west side of Sixth Avenue between West 30th Street and West 29th Street,2010,Completed,Urban Plaza,JD Carlisle Development,Perkins Eastman,Lee Weintraub Landscape Architecture,Urban Plaza 10819.00 sf,Urban Plaza: 24 Hours,"Urban Plaza: Bicycle Parking (2 hoop racks for 4 bicycles); Urban Plaza: Drinking Fountain (1); Urban Plaza: Lighting; Urban Plaza: Litter Receptacles (7 litter receptacles at +/-37 gallons each); Urban Plaza: Other Required (screen wall); Urban Plaza: Planting (611 sf); Urban Plaza: Plaque/Sign; Urban Plaza: Retail Frontage (107'-6""); Urban Plaza: Seating (604 linear feet including 213 lf of 36""-wide stone bench, 2 entry planter-shaped benches (31 lf), 29 fixed chairs (58 lf), and 55 movable chairs (110 lf)); Urban Plaza: Tables (29 movable, 14 fixed); Urban Plaza: Trees on Street (15 required, 8 provided in Urban Plaza and 7 provided along the block); Urban Plaza: Trees within Space (17 including 8 that satisfy ""Trees on Street"" requirement); Urban Plaza: Water Feature (882 sf reflecting pool)",screen wall,,Full/Partial,40.747129,-73.990281,986943,211476
M050111,Manhattan,1,5,172,MADISON AVENUE,10016,"172 MADISON AVENUE, New York, NY 10016",863,17,,Northwest corner of East 33rd Street and Madison Avenue,2017,Completed,Public Plaza,Yitzhak Tessler,Karl Fischer,SCAPE Landscape Architecture,Public Plaza 3612.00 sf,Public Plaza: 24 Hours,"Public Plaza: Artwork (precast concrete pebble seats, decorative backlit steel wall); Public Plaza: Bicycle Parking (parking for 2 bikes); Public Plaza: Drinking Fountain (1); Public Plaza: Lighting; Public Plaza: Litter Receptacles (2.4 required, 2 provided); Public Plaza: Planting (722.4 sf required, 724.2 sf provided); Public Plaza: Plaque/Sign (1 entry and information plaque); Public Plaza: Retail Frontage (40'-8.4"" required, 58'-.96"" provided); Public Plaza: Seating (120.4 linear feet including 60.2 lf with backs required, 125.93 lf including fixed benches and planter ledges provided (62.92 lf of which have backs)); Public Plaza: Trees on Street (6); Public Plaza: Trees within Space (4)",,,Full/Partial,40.747406,-73.983637,988855,211503
M050112,Manhattan,1,5,432,PARK AVENUE,10022,"432 PARK AVENUE, New York, NY 10022",1292,7502,432 Park Avenue,"Southwest of East 57th Street between Madison Avenue and Park Avenue. Original BBL: 1292/33,41,42.",2017,Completed,Public Plaza,"CIM Group, Macklowe Properties",Rafael Vinoly and SLCE Architects,"Rafael Vinoly, SLCE Architects, and Zion Breen and Richardson",Public Plaza 6340.69 sf,Public Plaza: 24 Hours,"Public Plaza: Bicycle Parking (2 spaces); Public Plaza: Drinking Fountain (1); Public Plaza: Lighting; Public Plaza: Litter Receptacles (5 trash receptacles); Public Plaza: Other Required (decorative back painted glass panel); Public Plaza: Planting (1,268.14 sf required, 1,455.96 sf provided); Public Plaza: Plaque/Sign (1 entry plaque, 1 entry and information plaque, 1 sign pointing to Park Avenue); Public Plaza: Retail Frontage (19'-10.92"" required, 23'-9.84"" provided); Public Plaza: Seating (211.35 linear feet including 105.68 lf with backs required, 231.4 lf including 33 lf stone bench, 80 lf movable individual seating, 32 lf fixed individual seating, and 86.4 fixed ""Bertoia"" benches provided (198.4 lf of which have backs)); Public Plaza: Tables (14); Public Plaza: Trees on Street (18 required, 10 on street and 8 in Public Plaza provided); Public Plaza: Trees within Space (5 required, 14 provided including 8 that satisfy ""Trees on Street"" requirement)",decorative back painted glass panel,,Full/Partial,40.761514,-73.972039,992235,216546
M050113,Manhattan,1,5,1185,BROADWAY,10001,"1185 BROADWAY, New York, NY 10001",830,24,,,Under Construction,Under Construction,Public Plaza,,Rafael Vinoly Architects,Langan Architects,Public Plaza 4184.00 sf,Public Plaza: 24 Hours,"Public Plaza: Bicycle Parking (2 bike racks provided on sidewalk of 28th Street); Public Plaza: Drinking Fountain (1); Public Plaza: Lighting; Public Plaza: Litter Receptacles (4); Public Plaza: Planting (907 SF); Public Plaza: Plaque/Sign (3 Entry plaques located along 28th, Info plaque combined with 1 entry plaque.); Public Plaza: Retail Frontage (78'-2 3/8"" provided); Public Plaza: Seating (147'-5"" LF total provided, including 18 movable.); Public Plaza: Tables (9 movable); Public Plaza: Trees on Street (26 paid to the NYC Parks Department tree fund.); Public Plaza: Trees within Space (7)",,,Full/Partial,40.745573,-73.988935,987376,210846
M060002,Manhattan,1,6,155,EAST 29 STREET,10016,"155 EAST 29 STREET, New York, NY 10016",885,42,Biltmore Plaza,Northwest corner of East 29th Street and Third Avenue,1981,Completed,Plaza,,Brizee Levitt Associates,Brizee Levitt Associates,Plaza 6121.00 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.742964,-73.98057,989634,209959
M060003,Manhattan,1,6,155,EAST 31 STREET,10016,"155 EAST 31 STREET, New York, NY 10016",887,30,Windsor Court,North side of East 31st Street between Third and Lexington Avenues,1987,Completed,Residential Plaza,Mastic Development  Corp.,Philip Birnbaum & Associates,Thomas Balsley Associates,Residential Plaza 6590.68 sf,"Residential Plaza: Restricted Hours (Primary Space: 8:00 am to 8:00 pm or dark, whichever is later)",Residential Plaza: Bicycle Parking (11 spaces); Residential Plaza: Drinking Fountain (1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles; Residential Plaza: Planting (819 sf); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (255 linear feet including 25 lf with backs); Residential Plaza: Trees on Street; Residential Plaza: Trees within Space (12),,,Full/Partial,40.744476,-73.980112,989761,210510
M060005,Manhattan,1,6,150,EAST 34 STREET,10016,"150 EAST 34 STREET, New York, NY 10016",889,55,Dumont Plaza,South side of East 34th Street between Third and Lexington  Avenues,1987,Completed,Residential Plaza,,Goldhammer Wittenstein Good,Anthony G. Piscopia,Residential Plaza 3516.00 sf,Residential Plaza: 24 Hours,Residential Plaza: Artwork; Residential Plaza: Bicycle Parking (Primary Space: 5 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (Primary Space: 4); Residential Plaza: Other Required (Primary Space: pavilion); Residential Plaza: Planting (Primary Space: 342 sf;  Visual Residual Space: 950 sf); Residential Plaza: Plaque/Sign (1); Residential Plaza: Seating (Primary Space: 50 linear feet); Residential Plaza: Trees on Street; Residential Plaza: Trees within Space (Visual Residual Space: 3); Residential Plaza: Water Feature (Visual Residual Space: fountain),Primary Space: pavilion,,Full/Partial,40.745895,-73.979288,989989,211027
M060006,Manhattan,1,6,166,EAST 34 STREET,10016,"166 EAST 34 STREET, New York, NY 10016",889,39,,West side of Third Avenue between East 33rd and 34th Streets,1974,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 4412.40 sf,Plaza: 24 Hours,"Plaza: Plaque/Sign (3 signs located at base of planters stating ""Seating open to public/No purchase obligation;"" public may use all seating without any obligation to purchase food or beverage)",,,Full/Partial,40.745467,-73.978675,990159,210871
M060007,Manhattan,1,6,115,EAST 34 STREET,10016,"115 EAST 34 STREET, New York, NY 10016",890,11,Murray Hill,North side of East 34th Street between Lexington and Park Avenues,1980,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 1330.00 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.746892,-73.980165,989746,211390
M060008,Manhattan,1,6,132,EAST 35 STREET,10016,"132 EAST 35 STREET, New York, NY 10016",890,20,Murray Hill House,West side of Lexington Avenue between East 34th and 35th Streets,1969,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 3966.99 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.746873,-73.979696,989876,211383
M060009,Manhattan,1,6,560,THIRD AVENUE,10016,"560 THIRD AVENUE, New York, NY 10016",893,41,Murray Hill Mews,West side of Third Avenue between East 37th and 38th Streets,1974,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 6594.50 sf,"Plaza: Restricted Hours (9:00 am to sunset, but if table service with tables and chairs is provided after sunset, then public may use table and chairs without restriction or obligation and Plaza must remain open until service ends)","Plaza: Planting (34 planters); Plaza: Plaque/Sign (6 brass plaques stating ""Open to public 9 am to sunset;"" 3 brass plaques stating ""Seating open to public without obligation""); Plaza: Seating (10 backless benches in Plaza on upper level on East 37th Street side, 1 backless bench in Plaza on upper level on East 38th Street side)",,"Plaza: Other Permitted (14 tables and 40 chairs in Plaza on upper level and 12 tables with seating in Plaza on lower level , with usage by the public without restriction or obligation, from April 1 to October 1, with table service hours of operation limited to Sunday through Thursday, 11:00 am to 11:00 pm, Friday and Saturday, 11:00 am to midnight)",Full/Partial,40.748093,-73.976866,990660,211828
M060010,Manhattan,1,6,600,THIRD AVENUE,10016,"600 THIRD AVENUE, New York, NY 10016",895,45,,West side of Third Avenue between East 39th and 40th Streets,1970,Completed,Arcade; Plaza,Sigmund Sommer,Emery Roth & Sons,Emery Roth & Sons,Arcade 1974.60 sf; Plaza 6582.83 sf,Arcade: 24 Hours; Plaza: 24 Hours,"Arcade: None; Plaza: Bicycle Parking (2); Plaza: Drinking Fountain (2); Plaza: Lighting; Plaza: Litter Receptacles (5); Plaza: Planting (1530 sf planting beds provided); Plaza: Plaque/Sign; Plaza: Seating (296 LF total seating provided: 236 LF fixed, 60 LF movable seating.); Plaza: Tables (10); Plaza: Trees within Space (6)",,,Full/Partial,40.749317,-73.975924,990921,212274
M060011,Manhattan,1,6,201,EAST 17 STREET,10003,"201 EAST 17 STREET, New York, NY 10003",898,1,Park Towers Medical Plaza,East side of Third Avenue between East 17th and 18th Streets,1973,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 7738.14 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.735365,-73.985267,988333,207190
